Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Grünfeld Defense: Exchange, Main Line, Sokolsky Variation	Grunfeld-Defense-Exchange-Main-Line-Sokolsky-Variation	Grünfeld Defense	Grünfeld Defense	Exchange Variation	Main Line	Sokolsky Variation			
Grünfeld Defense: Exchange, Modern Exchange, Kramnik Variation	Grunfeld-Defense-Exchange-Modern-Exchange-Kramnik-Variation	Grünfeld Defense	Grünfeld Defense	Exchange Variation	Modern Exchange Variation	Kramnik Variation			
Grünfeld Defense: Exchange, Modern Exchange, Pawn Grab Line	Grunfeld-Defense-Exchange-Modern-Exchange-Pawn-Grab-Line	Grünfeld Defense	Grünfeld Defense	Exchange Variation	Modern Exchange Variation	Pawn Grab Line			
Grünfeld Defense: Exchange, Modern Exchange Variation	Grunfeld-Defense-Exchange-Modern-Exchange-Variation	Grünfeld Defense	Grünfeld Defense	Exchange Variation	Modern Exchange Variation				
Grünfeld Defense: Exchange, Nadanian Attack	Grunfeld-Defense-Exchange-Nadanian-Attack	Grünfeld Defense	Grünfeld Defense	Exchange Variation	Nadanian Attack				
Grünfeld Defense: Exchange Variation	Grunfeld-Defense-Exchange-Variation	Grünfeld Defense	Grünfeld Defense	Exchange Variation					
Grünfeld Defense: Flohr Variation	Grunfeld-Defense-Flohr-Variation	Grünfeld Defense	Grünfeld Defense	Flohr Variation					
Grünfeld Defense: Gibbon Gambit	Grunfeld-Defense-Gibbon-Gambit	Grünfeld Defense	Grünfeld Defense	Gibbon Gambit					
Grünfeld Defense: Hungarian Attack	Grunfeld-Defense-Hungarian-Attack	Grünfeld Defense	Grünfeld Defense	Hungarian Attack					
Grünfeld Defense: Kemeri Variation	Grunfeld-Defense-Kemeri-Variation	Grünfeld Defense	Grünfeld Defense	Kemeri Variation					
Grünfeld Defense: Lutikov, Murey Attack	Grunfeld-Defense-Lutikov-Murey-Attack	Grünfeld Defense	Grünfeld Defense	Lutikov Variation	Murey Attack				
Grünfeld Defense: Lutikov Variation	Grunfeld-Defense-Lutikov-Variation	Grünfeld Defense	Grünfeld Defense	Lutikov Variation					
Grünfeld Defense: Petrosian System	Grunfeld-Defense-Petrosian-System	Grünfeld Defense	Grünfeld Defense	Petrosian System					
Grünfeld Defense: Russian, Byrne Variation	Grunfeld-Defense-Russian-Byrne-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Byrne Variation				
Grünfeld Defense: Russian, Hungarian Variation	Grunfeld-Defense-Russian-Hungarian-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Hungarian Variation				
Grünfeld Defense: Russian, Levenfish Variation	Grunfeld-Defense-Russian-Levenfish-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Levenfish Variation				
Grünfeld Defense: Russian, Prins Variation	Grunfeld-Defense-Russian-Prins-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Prins Variation				
Grünfeld Defense: Russian, Smyslov, Keres Variation	Grunfeld-Defense-Russian-Smyslov-Keres-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Smyslov Variation	Keres Variation			
Grünfeld Defense: Russian, Smyslov, Main Line	Grunfeld-Defense-Russian-Smyslov-Main-Line	Grünfeld Defense	Grünfeld Defense	Russian Variation	Smyslov Variation	Main Line			
Grünfeld Defense: Russian, Smyslov, Main Line, Yugoslav Variation	Grunfeld-Defense-Russian-Smyslov-Main-Line-Yugoslav-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Smyslov Variation	Main Line	Yugoslav Variation		
Grünfeld Defense: Russian, Smyslov Variation	Grunfeld-Defense-Russian-Smyslov-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Smyslov Variation				
Grünfeld Defense: Russian, Szabó Variation	Grunfeld-Defense-Russian-Szabo-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation	Szabó Variation				
Grünfeld Defense: Russian Variation	Grunfeld-Defense-Russian-Variation	Grünfeld Defense	Grünfeld Defense	Russian Variation					
Grünfeld Defense: Schlechter, Makogonov Variation	Grunfeld-Defense-Schlechter-Makogonov-Variation	Grünfeld Defense	Grünfeld Defense	Schlechter Variation	Makogonov Variation				
Grünfeld Defense: Schlechter Variation	Grunfeld-Defense-Schlechter-Variation	Grünfeld Defense	Grünfeld Defense	Schlechter Variation					
Grünfeld Defense: Stockholm, Lundin Variation	Grunfeld-Defense-Stockholm-Lundin-Variation	Grünfeld Defense	Grünfeld Defense	Stockholm Variation	Lundin Variation				
Grünfeld Defense: Stockholm Variation	Grunfeld-Defense-Stockholm-Variation	Grünfeld Defense	Grünfeld Defense	Stockholm Variation					
Grünfeld Defense: Three Knights Variation	Grunfeld-Defense-Three-Knights-Variation	Grünfeld Defense	Grünfeld Defense	Three Knights Variation					
Grünfeld Defense: Zaitsev Gambit	Grunfeld-Defense-Zaitsev-Gambit	Grünfeld Defense	Grünfeld Defense	Zaitsev Gambit					
Indian Game	Indian-Game	Indian Game	Indian Game						
Indian Game: Accelerated Variation	Indian-Game-Accelerated-Variation	Indian Game	Indian Game	Accelerated Variation					
Indian Game: Alburt-Miles Variation	Indian-Game-Alburt-Miles-Variation	Queen's Pawn Opening	Indian Game	Alburt-Miles Variation					
Indian Game: Basque Opening	Indian-Game-Basque-Opening	Indian Game	Indian Game	Basque Opening					
Indian Game: Black Knights' Tango	Indian-Game-Black-Knights-Tango	Indian Game	Indian Game	Black Knights' Tango					
Indian Game: Canard Variation	Indian-Game-Canard-Variation	Indian Game	Indian Game	Canard Variation					
Indian Game: Czech-Indian Variation	Indian-Game-Czech-Indian-Variation	Queen's Pawn Opening	Indian Game	Czech-Indian Variation					
Indian Game: Deferred Blackmar-Diemer Gambit	Indian-Game-Deferred-Blackmar-Diemer-Gambit	Indian Game	Indian Game	Deferred Blackmar-Diemer Gambit					
Indian Game: Deferred Blackmar-Diemer, Kraus-Muhlherr Countergambit	Indian-Game-Deferred-Blackmar-Diemer-Kraus-Muhlherr-Countergambit	Indian Game	Indian Game	Deferred Blackmar-Diemer Gambit	Kraus-Muhlherr Countergambit				
Indian Game: Doery Defense	Indian-Game-Doery-Defense	Queen's Pawn Opening	Indian Game	Doery Defense					
Indian Game: East Indian, Anti-Nimzo-Indian, Doery Indian Variation	Indian-Game-East-Indian-Anti-Nimzo-Indian-Doery-Indian-Variation	Indian Game	Indian Game	East Indian Defense	Anti-Nimzo-Indian Variation	Doery Indian Variation			
Indian Game: East Indian, Anti-Nimzo-Indian, Dzindzi-Indian Defense	Indian-Game-East-Indian-Anti-Nimzo-Indian-Dzindzi-Indian-Defense	Indian Game	Indian Game	East Indian Defense	Anti-Nimzo-Indian Variation	Dzindzi-Indian Defense			
Indian Game: East Indian, Anti-Nimzo-Indian Variation	Indian-Game-East-Indian-Anti-Nimzo-Indian-Variation	Indian Game	Indian Game	East Indian Defense	Anti-Nimzo-Indian Variation				
Indian Game: East Indian, Benoni Defense	Indian-Game-East-Indian-Benoni-Defense	Catalan Opening	Indian Game	East Indian Defense	Benoni Defense				
Indian Game: East Indian, Colle, Grünfeld Formation	Indian-Game-East-Indian-Colle-Grunfeld-Formation	Queen's Pawn Opening	Indian Game	East Indian Defense	Colle System	Grünfeld Formation			
Indian Game: East Indian, Colle System	Indian-Game-East-Indian-Colle-System	Queen's Pawn Opening	Indian Game	East Indian Defense	Colle System				
Indian Game: East Indian Defense	Indian-Game-East-Indian-Defense	Catalan Opening	Indian Game	East Indian Defense					
Indian Game: East Indian, Devin Gambit	Indian-Game-East-Indian-Devin-Gambit	Catalan Opening	Indian Game	East Indian Defense	Devin Gambit				
Indian Game: East Indian, London System	Indian-Game-East-Indian-London-System	Italian Game	Indian Game	East Indian Defense	London System				
Indian Game: East Indian, Przepiórka Variation	Indian-Game-East-Indian-Przepiorka-Variation	Indian Game	Indian Game	East Indian Defense	Przepiórka Variation				
Indian Game: East Indian, Seirawan Attack	Indian-Game-East-Indian-Seirawan-Attack	Catalan Opening	Indian Game	East Indian Defense	Seirawan Attack				
Indian Game: Fantasy, Gedult Attack	Indian-Game-Fantasy-Gedult-Attack	Indian Game	Indian Game	Fantasy Variation	Gedult Attack				
Indian Game: Fantasy, Linder Countergambit	Indian-Game-Fantasy-Linder-Countergambit	Indian Game	Indian Game	Fantasy Variation	Linder Countergambit				
Indian Game: Fantasy Variation	Indian-Game-Fantasy-Variation	Indian Game	Indian Game	Fantasy Variation					
Indian Game: Fantasy, Webster Gambit	Indian-Game-Fantasy-Webster-Gambit	Indian Game	Indian Game	Fantasy Variation	Webster Gambit				
Indian Game: Gibbins-Weidenhagen Accepted, Maltese Falcon Variation	Indian-Game-Gibbins-Weidenhagen-Accepted-Maltese-Falcon-Variation	Indian Game	Indian Game	Gibbins-Weidenhagen Accepted	Maltese Falcon Variation				
Indian Game: Gibbins-Weidenhagen Accepted, Stummer Gambit	Indian-Game-Gibbins-Weidenhagen-Accepted-Stummer-Gambit	Indian Game	Indian Game	Gibbins-Weidenhagen Accepted	Stummer Gambit				
Indian Game: Gibbins-Weidenhagen Gambit	Indian-Game-Gibbins-Weidenhagen-Gambit	Indian Game	Indian Game	Gibbins-Weidenhagen Gambit					
Indian Game: Gibbins-Weidenhagen Gambit Accepted	Indian-Game-Gibbins-Weidenhagen-Gambit-Accepted	Indian Game	Indian Game	Gibbins-Weidenhagen Gambit Accepted					
Indian Game: Gibbins-Weidenhagen, Oshima Defense	Indian-Game-Gibbins-Weidenhagen-Oshima-Defense	Indian Game	Indian Game	Gibbins-Weidenhagen	Oshima Defense				
Indian Game: Knights Variation	Indian-Game-Knights-Variation	Queen's Pawn Opening	Indian Game	Knights Variation					
Indian Game: Knights Variation, East Indian Defense	Indian-Game-Knights-Variation-East-Indian-Defense	Queen's Pawn Opening	Indian Game	Knights Variation	East Indian Defense				
Indian Game: Lazard Gambit	Indian-Game-Lazard-Gambit	Indian Game	Indian Game	Lazard Gambit					
Indian Game: London System	Indian-Game-London-System	Italian Game	Indian Game	London System					
Indian Game: Maddigan Gambit	Indian-Game-Maddigan-Gambit	Indian Game	Indian Game	Maddigan Gambit					
Indian Game: Marienbad, Berg Variation	Indian-Game-Marienbad-Berg-Variation	Indian Game	Indian Game	Marienbad System	Berg Variation				
Indian Game: Marienbad System	Indian-Game-Marienbad-System	Indian Game	Indian Game	Marienbad System					
Indian Game: Medusa Gambit	Indian-Game-Medusa-Gambit	Indian Game	Indian Game	Medusa Gambit					
Indian Game: Omega, Arafat Gambit	Indian-Game-Omega-Arafat-Gambit	Indian Game	Indian Game	Omega Gambit	Arafat Gambit				
Indian Game: Omega Gambit	Indian-Game-Omega-Gambit	Indian Game	Indian Game	Omega Gambit					
Indian Game: Pawn Push Variation	Indian-Game-Pawn-Push-Variation	Indian Game	Indian Game	Pawn Push Variation					
Indian Game: Polish Variation	Indian-Game-Polish-Variation	Queen's Pawn Opening	Indian Game	Polish Variation					
Indian Game: Pyrenees Gambit	Indian-Game-Pyrenees-Gambit	Indian Game	Indian Game	Pyrenees Gambit					
Indian Game: Reversed Chigorin Defense	Indian-Game-Reversed-Chigorin-Defense	Indian Game	Indian Game	Reversed Chigorin Defense					
Indian Game: Schnepper Gambit	Indian-Game-Schnepper-Gambit	Indian Game	Indian Game	Schnepper Gambit					
Indian Game: Slav-Indian Defense	Indian-Game-Slav-Indian-Defense	Indian Game	Indian Game	Slav-Indian Defense					
Indian Game: Slav-Indian, Kudischewitsch Gambit	Indian-Game-Slav-Indian-Kudischewitsch-Gambit	Indian Game	Indian Game	Slav-Indian Defense	Kudischewitsch Gambit				
Indian Game: Spielmann-Indian, Hawk Variation	Indian-Game-Spielmann-Indian-Hawk-Variation	Queen's Pawn Opening	Indian Game	Spielmann-Indian Variation	Hawk Variation				
Indian Game: Spielmann-Indian, Pseudo-Benko Variation	Indian-Game-Spielmann-Indian-Pseudo-Benko-Variation	Queen's Pawn Opening	Indian Game	Spielmann-Indian Variation	Pseudo-Benko Variation				
Indian Game: Spielmann-Indian Variation	Indian-Game-Spielmann-Indian-Variation	Queen's Pawn Opening	Indian Game	Spielmann-Indian Variation					
Indian Game: Tango, Horsefly Gambit	Indian-Game-Tango-Horsefly-Gambit	Indian Game	Indian Game	Tango	Horsefly Gambit				
Indian Game: Tartakower Attack	Indian-Game-Tartakower-Attack	Indian Game	Indian Game	Tartakower Attack					
Indian Game: Tartakower Defense	Indian-Game-Tartakower-Defense	Queen's Pawn Opening	Indian Game	Tartakower Defense					
Indian Game: Tartakower, Ueberlinger Gambit	Indian-Game-Tartakower-Ueberlinger-Gambit	Indian Game	Indian Game	Tartakower	Ueberlinger Gambit				
Indian Game: Yusupov-Rubinstein System	Indian-Game-Yusupov-Rubinstein-System	Queen's Pawn Opening	Indian Game	Yusupov-Rubinstein System					
Italian Game	Italian-Game	Italian Game	Italian Game						
Italian Game: Anti-Fried Liver Defense	Italian-Game-Anti-Fried-Liver-Defense	Italian Game	Italian Game	Anti-Fried Liver Defense					
Italian Game: Blackburne Shilling Gambit	Italian-Game-Blackburne-Shilling-Gambit	Italian Game	Italian Game	Blackburne Shilling Gambit					
Italian Game: Fried Liver Attack	Italian-Game-Fried-Liver-Attack	Italian Game	Italian Game	Fried Liver Attack					
Italian Game: Fried Liver, Fegatello Attack, Leonhardt Variation	Italian-Game-Fried-Liver-Fegatello-Attack-Leonhardt-Variation	Italian Game	Italian Game	Fried Liver	Fegatello Attack	Leonhardt Variation			
Italian Game: Fried Liver, Fegatello Attack, Polerio Defense	Italian-Game-Fried-Liver-Fegatello-Attack-Polerio-Defense	Italian Game	Italian Game	Fried Liver	Fegatello Attack	Polerio Defense			
Italian Game: Hungarian Defense	Italian-Game-Hungarian-Defense	Italian Game	Italian Game	Hungarian Defense					
Italian Game: Hungarian, Tartakower Variation	Italian-Game-Hungarian-Tartakower-Variation	Italian Game	Italian Game	Hungarian Defense	Tartakower Variation				
Italian Game: Knight Attack	Italian-Game-Knight-Attack	Italian Game	Italian Game	Knight Attack					
Italian Game: Knight Attack, Fritz, Gruber, Berliner Variation	Italian-Game-Knight-Attack-Fritz-Gruber-Berliner-Variation	Italian Game	Italian Game	Knight Attack	Fritz Variation	Gruber Variation	Berliner Variation		
Italian Game: Knight Attack, Fritz, Gruber Variation	Italian-Game-Knight-Attack-Fritz-Gruber-Variation	Italian Game	Italian Game	Knight Attack	Fritz Variation	Gruber Variation			
Italian Game: Knight Attack, Fritz Variation	Italian-Game-Knight-Attack-Fritz-Variation	Italian Game	Italian Game	Knight Attack	Fritz Variation				
Italian Game: Knight Attack, Kloss Gambit	Italian-Game-Knight-Attack-Kloss-Gambit	Italian Game	Italian Game	Knight Attack	Kloss Gambit				
Italian Game: Knight Attack, Lolli Attack	Italian-Game-Knight-Attack-Lolli-Attack	Italian Game	Italian Game	Knight Attack	Lolli Attack				
Italian Game: Knight Attack, Lolli, Pincus Variation	Italian-Game-Knight-Attack-Lolli-Pincus-Variation	Italian Game	Italian Game	Knight Attack	Lolli Attack	Pincus Variation			
Italian Game: Knight Attack, Normal Variation	Italian-Game-Knight-Attack-Normal-Variation	Italian Game	Italian Game	Knight Attack	Normal Variation				
Italian Game: Knight Attack, Polerio, Bishop Check, Bogoljubov, Blackburne Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Bogoljubov-Blackburne-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Bogoljubov Variation	Blackburne Variation	
Italian Game: Knight Attack, Polerio, Bishop Check, Bogoljubov, Colman Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Bogoljubov-Colman-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Bogoljubov Variation	Colman Variation	
Italian Game: Knight Attack, Polerio, Bishop Check, Bogoljubov, Paoli Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Bogoljubov-Paoli-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Bogoljubov Variation	Paoli Variation	
Italian Game: Knight Attack, Polerio, Bishop Check, Bogoljubov Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Bogoljubov-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Bogoljubov Variation		
Italian Game: Knight Attack, Polerio, Bishop Check Line	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Line	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line			
Italian Game: Knight Attack, Polerio, Bishop Check, Suhle Defense	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Suhle-Defense	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Suhle Defense		
Italian Game: Knight Attack, Polerio, Bishop Check, Suhle, Göring Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Suhle-Goring-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Suhle Defense	Göring Variation	
Italian Game: Knight Attack, Polerio, Bishop Check, Suhle, Knorre Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Suhle-Knorre-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Suhle Defense	Knorre Variation	
Italian Game: Knight Attack, Polerio, Bishop Check, Suhle, Steinitz Variation	Italian-Game-Knight-Attack-Polerio-Bishop-Check-Suhle-Steinitz-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Bishop Check Line	Suhle Defense	Steinitz Variation	
Italian Game: Knight Attack, Polerio Defense	Italian-Game-Knight-Attack-Polerio-Defense	Italian Game	Italian Game	Knight Attack	Polerio Defense				
Italian Game: Knight Attack, Polerio, Kieseritzky, Maróczy Variation	Italian-Game-Knight-Attack-Polerio-Kieseritzky-Maroczy-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Kieseritzky Variation	Maróczy Variation		
Italian Game: Knight Attack, Polerio, Kieseritzky Variation	Italian-Game-Knight-Attack-Polerio-Kieseritzky-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Kieseritzky Variation			
Italian Game: Knight Attack, Polerio, Kieseritzky, Yankovich Variation	Italian-Game-Knight-Attack-Polerio-Kieseritzky-Yankovich-Variation	Italian Game	Italian Game	Knight Attack	Polerio Defense	Kieseritzky Variation	Yankovich Variation		
Italian Game: Knight Attack, Ponziani-Steinitz Gambit	Italian-Game-Knight-Attack-Ponziani-Steinitz-Gambit	Italian Game	Italian Game	Knight Attack	Ponziani-Steinitz Gambit				
Italian Game: Knight Attack, Ulvestad, Kurkin Gambit	Italian-Game-Knight-Attack-Ulvestad-Kurkin-Gambit	Italian Game	Italian Game	Knight Attack	Ulvestad Variation	Kurkin Gambit			
Italian Game: Knight Attack, Ulvestad Variation	Italian-Game-Knight-Attack-Ulvestad-Variation	Italian Game	Italian Game	Knight Attack	Ulvestad Variation				
Italian Game: Rousseau Gambit	Italian-Game-Rousseau-Gambit	Italian Game	Italian Game	Rousseau Gambit					
Italian Game: Traxler, Bishop Sacrifice Line	Italian-Game-Traxler-Bishop-Sacrifice-Line	Italian Game	Italian Game	Traxler Counterattack	Bishop Sacrifice Line				
